Latency,Jitter,Loss,Protocol,Bandwidth,Transfer,UE,experiment,Distance,Reliability
0.854,0.522536423841,2,TCP,9008.0,322000.0,04,1,96.8353146534199,99.98593350993865
0.876,0.504803986711,3,TCP,9007.666666666666,322000.0,04,1,70.24502947670615,99.98908117765484
0.878,0.540267326733,1,TCP,9007.666666666666,322000.0,04,1,50.62717572620211,99.99772292409916
0.864,0.513300330033,1,TCP,9004.0,322000.0,04,1,63.01389658504084,99.9935888113076
0.888,0.550640264026,1,TCP,9000.666666666666,322000.0,04,1,44.84125078258073,99.99320781765722
0.877,0.552609271523,2,TCP,9008.0,322000.0,04,1,45.64825985538353,99.99341105897284
0.836,0.540286184211,0,TCP,9007.666666666666,322000.0,04,1,32.04321222481211,99.99262673757644
1.063,0.956684210526,0,TCP,8999.333333333334,322000.0,04,1,25.905484925926864,99.99206203062325
0.887,0.571690789474,0,TCP,9007.666666666666,322000.0,04,1,25.594843166690037,99.99416003594436
0.858,0.581465346535,1,TCP,9007.333333333334,322000.0,04,1,56.704729046803045,99.99760257853418
0.866,0.552514851485,1,TCP,9007.666666666666,322000.0,04,1,75.78630711233228,99.99529711833252
0.884,0.569326732673,1,TCP,9007.333333333334,322000.0,04,1,50.767681298609205,99.98669644285935
0.822,0.490947194719,1,TCP,9008.0,322000.0,04,1,75.00201403272023,99.99704635685936
0.83,0.52901320132,1,TCP,9007.333333333334,322000.0,04,1,56.46727614390107,99.9907202486468
0.902,0.590016556291,2,TCP,9004.0,322000.0,04,1,29.773533711120248,99.99251735215242
0.864,0.51197359736,1,TCP,9007.333333333334,322000.0,04,1,59.95911264473557,99.99582508148706
0.846,0.475625,0,TCP,9008.0,322000.0,04,1,22.840290997760736,99.99472383250117
0.961,0.679313531353,1,TCP,9008.0,322000.0,04,1,52.202382371561,99.99556648242076
0.869,0.529650165017,1,TCP,9003.666666666666,322000.0,04,1,45.47850821336166,99.98518756420444
0.861,0.604042763158,0,TCP,9000.666666666666,322000.0,04,1,13.818429163587146,99.990662875391
0.869,0.571332236842,0,TCP,9007.0,322000.0,04,1,58.02674451905859,99.9920335676
0.893,0.560382838284,1,TCP,9007.666666666666,322000.0,04,1,91.58714948847104,99.99195375079078
0.952,0.633144736842,0,TCP,9003.666666666666,322000.0,04,1,50.1846155500437,99.98900146013152
1.467,1.66256435644,1,TCP,6004.0,215000.0,05,1,52.67828986500948,99.99045534327163
0.91,0.591290429043,1,TCP,6006.666666666667,215000.0,05,1,16.080707588230158,99.99093859502644
0.835,0.562661184211,0,TCP,6007.333333333333,215000.0,05,1,58.82856915732816,99.98659479315694
0.887,0.594343234323,1,TCP,6007.0,215000.0,05,1,52.155639915279565,99.99378331830322
0.911,0.600578947368,0,TCP,6003.666666666667,215000.0,05,1,21.239451883872825,99.99124791872649
0.835,0.572023026316,0,TCP,6007.0,215000.0,05,1,50.575906161464005,99.99048360738712
0.856,0.488592105263,0,TCP,6007.333333333333,215000.0,05,1,31.58534761108159,99.99357636597304
0.865,0.587967105263,0,TCP,6007.333333333333,215000.0,05,1,46.172713709878266,99.98654810734602
1.287,1.38148344371,2,TCP,6003.333333333333,215000.0,05,1,43.844228663379326,99.99732630947116
0.904,0.507407284768,2,TCP,6002.580645161291,215000.0,05,1,97.81169376252755,99.98560996764633
0.854,0.522536423841,2,TCP,6007.0,215000.0,05,1,22.414655653412115,99.99153494894028
0.876,0.504803986711,3,TCP,6006.666666666667,215000.0,05,1,23.42852411631708,99.98897131842033
0.878,0.540267326733,1,TCP,6007.666666666667,215000.0,05,1,65.54456676451954,99.98807930485192
0.864,0.513300330033,1,TCP,6003.225806451613,215000.0,05,1,81.86378577862106,99.98534074234124
0.888,0.550640264026,1,TCP,6007.666666666667,215000.0,05,1,61.885552901221885,99.99892621312928
0.877,0.552609271523,2,TCP,6006.666666666667,215000.0,05,1,90.57455396810906,99.99196089202464
0.836,0.540286184211,0,TCP,6007.666666666667,215000.0,05,1,79.627878030349,99.99445466348688
1.063,0.956684210526,0,TCP,6007.0,215000.0,05,1,20.21750535044292,99.995054970068
0.887,0.571690789474,0,TCP,6007.0,215000.0,05,1,48.78456955618453,99.99441402215255
0.858,0.581465346535,1,TCP,6007.666666666667,215000.0,05,1,7.392565449303626,99.99646618169166
0.866,0.552514851485,1,TCP,6004.0,215000.0,05,1,23.696833095612305,99.99363725480583
0.884,0.569326732673,1,TCP,6002.903225806452,215000.0,05,1,36.39127744961105,99.99575444884265
0.822,0.490947194719,1,TCP,6007.333333333333,215000.0,05,1,49.33354564236992,99.99369396910532
0.83,0.52901320132,1,TCP,6007.666666666667,215000.0,05,1,22.115089040922776,99.98942551545132
0.902,0.590016556291,2,TCP,6007.333333333333,215000.0,05,1,61.06428315445172,99.98982146305806
0.864,0.51197359736,1,TCP,6007.0,215000.0,05,1,17.48813148023635,99.9917374748902
0.846,0.475625,0,TCP,6007.333333333333,215000.0,05,1,48.825169363051685,99.9958837123736
0.961,0.679313531353,1,TCP,6007.0,215000.0,05,1,52.8694906185662,99.99702687578208
0.869,0.529650165017,1,TCP,6006.333333333333,215000.0,05,1,16.05745740319913,99.98817634779957
0.861,0.604042763158,0,TCP,6006.333333333333,215000.0,05,1,66.19372363805276,99.9916879054526
0.869,0.571332236842,0,TCP,6003.666666666667,215000.0,05,1,24.877219561491195,99.9960941529976
0.893,0.560382838284,1,TCP,6006.333333333333,215000.0,05,1,22.271062923126685,99.98802108952772
0.952,0.633144736842,0,TCP,6006.0,215000.0,05,1,58.98784044653472,99.9986181802132
0.948,0.451171617162,1,UDP,22000.0,787000.0,01,2,89.9308987086856,99.98871447284571
1.027,0.504056478405,3,UDP,22000.0,787000.0,01,2,87.65262369983873,99.99323584367556
1.059,0.484937293729,1,UDP,22000.0,787000.0,01,2,30.83947111488289,99.99204886196571
1.013,0.498700657895,0,UDP,22000.0,787000.0,01,2,46.76783946229716,99.98479729369647
0.971,0.457771523179,2,UDP,22000.0,787000.0,01,2,27.375485589239823,99.99494106416849
1.878,2.14846710526,0,UDP,21809.677419354837,787000.0,01,2,8.463813210920014,99.98518866012898
1.005,0.449148514851,1,UDP,22000.0,787000.0,01,2,73.42205115571488,99.99024644143384
1.013,0.462178807947,2,UDP,22000.0,787000.0,01,2,41.3345895570334,99.98630636202
1.054,0.52688372093,3,UDP,22000.0,787000.0,01,2,35.50034856487693,99.99571740782604
1.052,0.45275,0,UDP,22000.0,787000.0,01,2,53.48179157369808,99.99553741113938
0.984,0.494463815789,0,UDP,22000.0,787000.0,01,2,19.249953980831148,99.98975842769332
1.034,0.44980730897,3,UDP,22000.0,787000.0,01,2,23.34612620502181,99.99542805945876
1.054,0.53755704698,6,UDP,22000.0,787000.0,01,2,74.15188453563825,99.98792949658664
1.034,0.531514851485,1,UDP,22000.0,787000.0,01,2,81.9691358894693,99.99228590114862
1.075,0.509676567657,1,UDP,22000.0,787000.0,01,2,79.88497618948256,99.99175359523292
1.068,0.462967105263,0,UDP,22000.0,787000.0,01,2,35.52079906486385,99.98999780331916
1.111,0.5110625,0,UDP,22000.0,787000.0,01,2,40.45369530677294,99.99412783996252
1.027,0.511920792079,1,UDP,22000.0,787000.0,01,2,80.67809024483635,99.994051638456
0.97,0.416761589404,2,UDP,22000.0,787000.0,01,2,79.89776872970134,99.99766519366862
1.1,0.48899009901,1,UDP,22000.0,787000.0,01,2,12.638313148274827,99.99299191042364
1.44,1.27108552632,0,UDP,22000.0,787000.0,01,2,62.85999981093559,99.99275794030062
1.008,0.452688741722,2,UDP,22000.0,787000.0,01,2,24.79475789255913,99.98576928638558
1.024,0.441676567657,1,UDP,22000.0,787000.0,01,2,64.2386489526104,99.99064738167336
1.029,0.513653333333,4,UDP,22000.0,787000.0,01,2,87.38851368061363,99.99524696499812
1.012,0.431621710526,0,UDP,22000.0,787000.0,01,2,50.71503067762009,99.99046025147324
1.019,0.418418604651,3,UDP,22000.0,787000.0,01,2,10.106141741561348,99.9942611870999
0.969,0.435920529801,2,UDP,22000.0,787000.0,01,2,84.18503650637923,99.99390867791732
1.042,0.45925,0,UDP,22000.0,787000.0,01,2,71.47810223693801,99.98624787267394
0.939,0.457202657807,3,UDP,22000.0,787000.0,01,2,25.31307128335592,99.99562789656837
0.978,0.437125827815,2,UDP,22000.0,787000.0,01,2,79.36437225058218,99.9890614485146
0.969,0.513026490066,2,UDP,22000.0,787000.0,01,2,29.82616759976676,99.99567069209344
1.023,0.496805280528,1,UDP,22000.0,787000.0,01,2,78.71404193616296,99.9964430374156
1.015,0.536526315789,0,UDP,22000.0,787000.0,01,2,53.56697425614944,99.98652161385644
0.948,0.451171617162,1,UDP,45000.0,1609000.0,02,2,45.02133255748474,99.99010576555064
1.027,0.504056478405,3,UDP,44612.903225806454,1609000.0,02,2,24.4609909503782,99.9895781322164
1.059,0.484937293729,1,UDP,45000.0,1609000.0,02,2,54.92750200918291,99.99550838219626
1.013,0.498700657895,0,UDP,45000.0,1609000.0,02,2,24.199079989615573,99.98603155590224
0.971,0.457771523179,2,UDP,45000.0,1609000.0,02,2,66.65026870828214,99.99494692187564
1.878,2.14846710526,0,UDP,45000.0,1609000.0,02,2,67.37909558867175,99.98807278217564
1.005,0.449148514851,1,UDP,45000.0,1609000.0,02,2,18.615891813391503,99.99576248195156
1.013,0.462178807947,2,UDP,45000.0,1609000.0,02,2,80.57963589194121,99.98757995711796
1.054,0.52688372093,3,UDP,45000.0,1609000.0,02,2,52.88328519186722,99.99829140732136
1.052,0.45275,0,UDP,45000.0,1609000.0,02,2,45.25776067379592,99.9916242205727
0.984,0.494463815789,0,UDP,45000.0,1609000.0,02,2,66.76893637467998,99.99771473092504
1.034,0.44980730897,3,UDP,45000.0,1609000.0,02,2,51.01607997118728,99.99300107673103
1.054,0.53755704698,6,UDP,45000.0,1609000.0,02,2,76.20947439907522,99.99697684975855
1.034,0.531514851485,1,UDP,45000.0,1609000.0,02,2,51.16870043904034,99.98622389894084
1.075,0.509676567657,1,UDP,45000.0,1609000.0,02,2,55.26336280206262,99.98936367287564
1.068,0.462967105263,0,UDP,45000.0,1609000.0,02,2,21.175909315499798,99.99207992241044
1.111,0.5110625,0,UDP,45000.0,1609000.0,02,2,60.15558829321032,99.99100127301186
1.027,0.511920792079,1,UDP,45000.0,1609000.0,02,2,57.55246663061277,99.9940773635446
0.97,0.416761589404,2,UDP,45000.0,1609000.0,02,2,50.45211497977044,99.99003387414255
1.1,0.48899009901,1,UDP,45000.0,1609000.0,02,2,22.02325862596268,99.9860456285218
1.44,1.27108552632,0,UDP,45000.0,1609000.0,02,2,26.47223869543219,99.9948930270971
1.008,0.452688741722,2,UDP,45000.0,1609000.0,02,2,90.03204421358933,99.98632326241128
1.024,0.441676567657,1,UDP,45000.0,1609000.0,02,2,47.15909826800807,99.99149637248492
1.029,0.513653333333,4,UDP,45000.0,1609000.0,02,2,66.92564593408214,99.99635565166756
1.012,0.431621710526,0,UDP,45000.0,1609000.0,02,2,81.87234627137921,99.99507001259622
1.019,0.418418604651,3,UDP,45000.0,1609000.0,02,2,38.08330700526292,99.9890837210248
0.969,0.435920529801,2,UDP,45000.0,1609000.0,02,2,23.544707388632865,99.99598254363288
1.042,0.45925,0,UDP,45000.0,1609000.0,02,2,95.1567565798276,99.99289051122553
0.939,0.457202657807,3,UDP,45000.0,1609000.0,02,2,6.286540114362822,99.99082677556602
0.978,0.437125827815,2,UDP,45000.0,1609000.0,02,2,80.61325055429536,99.99530502418442
0.969,0.513026490066,2,UDP,45000.0,1609000.0,02,2,36.64715442615459,99.99738728056082
1.023,0.496805280528,1,UDP,45000.0,1609000.0,02,2,53.50957876884512,99.98992247828254
1.015,0.536526315789,0,UDP,45000.0,1609000.0,02,2,57.01767984337525,99.99066485267102
0.948,0.451171617162,1,UDP,6000.0,215000.0,03,2,57.09304019766896,99.99411054056382
1.027,0.504056478405,3,UDP,6000.0,215000.0,03,2,62.69575477064228,99.99140843631756
1.059,0.484937293729,1,UDP,6000.0,215000.0,03,2,71.23335519729338,99.99745074075923
1.013,0.498700657895,0,UDP,6000.0,215000.0,03,2,54.59345772934632,99.99499283131289
0.971,0.457771523179,2,UDP,6000.0,215000.0,03,2,48.5857592719772,99.99224562954426
1.878,2.14846710526,0,UDP,6000.0,215000.0,03,2,43.90170804435222,99.99659970968122
1.005,0.449148514851,1,UDP,6000.0,215000.0,03,2,60.5460129965229,99.99821576850002
1.013,0.462178807947,2,UDP,5947.096774193548,215000.0,03,2,94.34156411220542,99.995256800332
1.054,0.52688372093,3,UDP,6000.0,215000.0,03,2,43.45236069866517,99.99235150001476
1.052,0.45275,0,UDP,6000.0,215000.0,03,2,24.28565931351764,99.99194243337024
0.984,0.494463815789,0,UDP,5948.387096774193,215000.0,03,2,59.90809599057989,99.99741165081352
1.034,0.44980730897,3,UDP,6000.0,215000.0,03,2,78.95480943655735,99.99011496640009
1.054,0.53755704698,6,UDP,6000.0,215000.0,03,2,79.29425079194561,99.99685493262342
1.034,0.531514851485,1,UDP,6000.0,215000.0,03,2,42.61016016540436,99.9908923921612
1.075,0.509676567657,1,UDP,6000.0,215000.0,03,2,65.39199716437199,99.98739630437956
1.068,0.462967105263,0,UDP,6000.0,215000.0,03,2,54.64698368928335,99.98886925426628
1.111,0.5110625,0,UDP,6000.0,215000.0,03,2,52.56384213110384,99.98726268682806
1.027,0.511920792079,1,UDP,6000.0,215000.0,03,2,52.34047036210132,99.98543215462074
0.97,0.416761589404,2,UDP,6000.0,215000.0,03,2,53.78304720308261,99.9919017535212
1.1,0.48899009901,1,UDP,6000.0,215000.0,03,2,71.1815792287273,99.99542855610622
1.44,1.27108552632,0,UDP,6000.0,215000.0,03,2,49.80388262806537,99.98805870134072
1.008,0.452688741722,2,UDP,6000.0,215000.0,03,2,66.69163243107411,99.98606231659022
1.024,0.441676567657,1,UDP,6000.0,215000.0,03,2,90.53931498920622,99.9928160629536
1.029,0.513653333333,4,UDP,6000.0,215000.0,03,2,48.100214388587816,99.99535850831802
1.012,0.431621710526,0,UDP,6000.0,215000.0,03,2,56.83001897167695,99.9970711046087
1.019,0.418418604651,3,UDP,6000.0,215000.0,03,2,52.35909826471409,99.99165856085264
0.969,0.435920529801,2,UDP,6000.0,215000.0,03,2,84.35006481415259,99.98622750755544
1.042,0.45925,0,UDP,6000.0,215000.0,03,2,62.5829635114366,99.98606710262492
0.939,0.457202657807,3,UDP,6000.0,215000.0,03,2,58.52383867523186,99.99746613315516
0.978,0.437125827815,2,UDP,6000.0,215000.0,03,2,24.187174792604413,99.99155281983975
0.969,0.513026490066,2,UDP,6000.0,215000.0,03,2,34.70449977406826,99.9948928636858
1.023,0.496805280528,1,UDP,6000.0,215000.0,03,2,74.74964323341375,99.9916072835503
1.015,0.536526315789,0,UDP,6000.0,215000.0,03,2,68.85112706285706,99.99312765327392
0.948,0.451171617162,1,TCP,12035.483870967742,429000.0,04,2,65.41153006152186,99.99712071324412
1.027,0.504056478405,3,TCP,12029.032258064517,429000.0,04,2,63.308191056416845,99.98862602490614
1.059,0.484937293729,1,TCP,12016.666666666666,429000.0,04,2,68.76004563088102,99.98674307932494
1.013,0.498700657895,0,TCP,12030.0,429000.0,04,2,57.82151454914727,99.99316766579182
0.971,0.457771523179,2,TCP,12030.0,429000.0,04,2,24.6013704623467,99.98885662207152
1.878,2.14846710526,0,TCP,12020.0,429000.0,04,2,25.528673032032835,99.9961022947788
1.005,0.449148514851,1,TCP,12012.90322580645,429000.0,04,2,45.0941829613784,99.98795161783826
1.013,0.462178807947,2,TCP,12030.0,429000.0,04,2,35.38159892009654,99.9962723003373
1.054,0.52688372093,3,TCP,12026.666666666666,429000.0,04,2,46.42235308406023,99.9954448750957
1.052,0.45275,0,TCP,12016.666666666666,429000.0,04,2,67.34490093913729,99.986392524955
0.984,0.494463815789,0,TCP,12036.666666666666,429000.0,04,2,74.1820713706462,99.98685725407589
1.034,0.44980730897,3,TCP,12025.806451612903,429000.0,04,2,44.09499008437337,99.99011316557312
1.054,0.53755704698,6,TCP,12030.0,429000.0,04,2,89.27482276992595,99.9902014233015
1.034,0.531514851485,1,TCP,12026.666666666666,429000.0,04,2,27.52478720058796,99.99016639311728
1.075,0.509676567657,1,TCP,12016.129032258064,429000.0,04,2,44.70360349843647,99.99215645099342
1.068,0.462967105263,0,TCP,12030.0,429000.0,04,2,71.07387610860856,99.99347873722898
1.111,0.5110625,0,TCP,12022.58064516129,429000.0,04,2,73.36930444254821,99.99415865502344
1.027,0.511920792079,1,TCP,12006.451612903225,429000.0,04,2,58.263768090986886,99.99539672005716
0.97,0.416761589404,2,TCP,12029.032258064517,429000.0,04,2,24.362849126549683,99.99270220446802
1.1,0.48899009901,1,TCP,12009.677419354839,429000.0,04,2,51.00766584472554,99.98546774800288
1.44,1.27108552632,0,TCP,12012.90322580645,429000.0,04,2,54.92502334436074,99.98805776029036
1.008,0.452688741722,2,TCP,12035.483870967742,429000.0,04,2,42.63500659828691,99.99226998297677
1.024,0.441676567657,1,TCP,12012.90322580645,429000.0,04,2,54.16492402331845,99.98809824173942
1.029,0.513653333333,4,TCP,12009.677419354839,429000.0,04,2,41.79174394550471,99.9913065452585
1.012,0.431621710526,0,TCP,12019.354838709678,429000.0,04,2,54.81342203144484,99.991718980859
1.019,0.418418604651,3,TCP,12013.333333333334,429000.0,04,2,55.88908506363753,99.99354204076516
